id,category_id,name,description,sku,price,cost,stock_quantity,brand,weight,is_active,created_at,updated_at
434,18,McAfee VPN 2-Year Plan,McAfee VPN 2-Year Plan - High quality software product,SOF-MCA-79044,187.57,149.55,324,McAfee,--,false,2022-05-14 10:24:00,2022-05-14 10:24:00
203,9,Linksys WiFi Adapter,Linksys WiFi Adapter - High quality networking product,NET-LIN-57676,460.42,232.28,143,#N/A,1.03,true_typo,2024-12-23 15:18:00,2024-12-23 15:18:00
425,17,Apple USB-C Hub 7-in-1,,,36.31,26.62,156,Apple,0.24,true,2022-10-10 19:24:00,2022-10-10 19:24:00
87,4,,Sennheiser Studio Pro - High quality headphones product,HEA-SEN-95275,242.27,,428,Sennh...,0.31,true,2022-05-07 01:26:00,3022-05-07 01:26:00
460,19,Fiitbiit Fiitneess Traackeer,Fitbit Fitness Tracker - High quality wearables product,WEA-FIT-89399,53.6,N/A,,Fitbit,,true,2023-09-21 18:05:00,2023-09-21 18:05:00
204,9,,Linksys WiFi Adapter - High quality networking product,NET-LIN-98764,66.51,48.27,250,"Linksys
",1.41,true,2023-01-06 03:17:00,2023-01-06 03:17:00
11,1,Motorola FE 5G,Motorola FE 5G - High quality smartphones product,SMA-MOT-50993,-42025,-255.34,477,Moto...,0.42,true,,2023-10-27 11:52:00,extra_col_value
400,16,not available,Parrot Anafi - High quality drones product,DRO-PAR-52970,1283.16,537.45,450,,1.32,true,2023-03-23 06:29:00
39,2,"  HP Ultra 16""  	","HP ULTRA 16"" - HIGH QUALITY LAPTOPS PRODUCT",LAP-HP-57368,1448.85,831.01,41,HP,2.75,TRUE,2022-06-25 22:06:00,2022-06-25 22:06:00
462,19,Whoop Health Monitor Band,Whoop Health Monitor Band - High quality wearables product,WEA-WHO-79424,-251.92,127.08,401,,0.09,true,2023-06-21 03:13:00,2023-06-21 03:13:00
412,17,Cable Matters Thunderbolt 4 Cable,Cable Matters Thunderbolt 4 Cable - High quality cables & adapters product,CAB-CAB-43354,24.77,13.75,,Cable Matters,0.19,true,2023-08-14 18:25:00,2023-08-14 18:25:00
467,19,Fitbit Ring Gen 3,  Fitbit Ring Gen 3 - High quality wearables product  	,,-325.35,153.15,143,Fitbit,0.04,,2023-05-15 14:21:00,2023-05-15 14:21:00
288,12,"Sony 55"" 4K OLED","Sony 55"" 4K OLED - High quality tvs & monitors product",TVS-SON-92974,2128.08,1365.94,37,Sony,17.2,,2023-01-01 10:36:00,2023-01-01 10:36:00
471,999996,Amazfit Charge 6,,WEA-AM...,383.55,255.34,20,Amazfit,0.07,true,2024-09-05 13:35:00,
55,3,"Amazon Air 10.9""","Amazon Air 10.9"" - High quality tablets product",TAB-AM...,-11692,649.68,,Amazon,,true,2022-02-02 23:04:00,UNKNOWN
88,4,Soony Stuudiioo Proo,,HEA-SON-27062,68610,40.82,485,Sony,0.32,true,2024-07-23 07:49:00 ,2024-07-23 07:49:00
95,4,Beeaats Stuudiioo Proo,"Beats Studio Pro - High quality headphones product
",HEA-BEA-56580,534.2,396.71,NaN,Beats,0.21,#N/A,2022-05-25 17:47:00,2022-05-25 17:47:00
473,19,Amazfit Band 4.0,Amazfit Band 4.0 - High quality wearables product,WEA-AMA-54162,NaN,293.83,-178,Amazfit,0.06,TRUE,,2023-10-24 02:39:00
367,15,Philips Hue Smart Plug 2-Pack,Philips Hue Smart Plug 2-Pack -...,,135.42,80.76,-1330,Philips Hue,1.08,true,2023-01-07 07:24:00,2023-01-07 07:24:00
301,13,HP Label Printer,HP Label Printer - High quality printers product,PRI-HP-69078,124.87,NaN,-18600,,16.36,true,2023-02-27 05:04:00,2023-02-27 05:04:00
466,19,Fitbit GTR 4,Fitbit GTR 4 - High quality wearables product,WEA-FIT-14888,103.7,47.97,51,Fiitbiit,-0.04,true,  2023-01-24 05:36:00  ,01-24-2023
101,5,Fujifilm DSLR Kit,Fujifilm DSLR Kit - High quality cameras product,CAM-FUJ-39649,1157.72,545.11,227,Fuujiifiilm,0.71,true,,2024-09-06 11:59:00
478,20,  Casetify Defender Series  	,,,22.29,15.07,EMPTY,Casetify,0.15,true,2024-12-20 21:37:00,
156,7,Nintendo Gaming Headset,Nintendo Gaming Headset - High quality gaming product,???,-12352,-866.3,-226,Nintendo,???,true,2024-02-08 22:34:00,2024-02-08 22:34:00
303,13,Xerox Tank Printer,Xerox Tank Printer - High quality printers product,PRI-XER-26005,-1535.1,116.68,147,Xerox,11.76,true,,2023-05-21 06:33:00
143,6,"Apple Forerunner 265
",Apple Forerunner 265 - High quality smartwatches product,SMA-APP-63118,EMPTY,94.33,92,Apple,0.05,true,2024-04-02 04:08:00,2024-04-02 04:08:00
405,17,Anker DisplayPort Cable,Anker DisplayPort Cable - High quality cables & adapters product,CAB-ANK-71625,-145.6,9.42,195,Anker,0.09,true,2024-08-05 13:59:00,2024-08-05 13:59:00
33,2,"Dell Chromebook 14""","Dell Chromebook 14"" - High quality laptops product",LAP-DEL-17813,2544.92,1410.65,317,,3.61,true,2024-12-16 00:00:00,2024-12-16 00:00:00
406,17,Anker USB-C Hub 7-in-1,Anker USB-C Hub 7-in-1 - High quality cables & adapters product,CAB-ANK-88958,35.48,20.42,392,Anker,0.2,TRUE,2023-07-02 20:00:00,
171,7,Razer PS5 Controller,"Razer PS5 Controller - High quality gaming product
",GAM-RAZ-39508,290.84,126.92,121,Razer,3.66,true,2023-02-05 01:57:00,2023-02-05 01:57:00
378,16,,Holy Stone Mini 4 Pro - H...,  DRO-HOL-52401  	,335.07,157.08,-24100,Holy ...,1.13,true,2022-06-26 04:11:00,2022-06-26 04:11:00
297,12,"Dell 49"" Ultrawide","Dell 49"" Ultrawide - High qu...",TVS-DEL-35356,2362.25,1820.43,EMPTY,De...,28.67,true,"Dec 23, 2022",
115,5,DJI Ac...,DJI Action 4 - High quality cameras product,CAM-DJI-68858,,1021.99,339,DJI,-33,true,2023-09-17 16:33:00,2023-09-17 16:33:00
484,20,Casetify Clear Case MagSafe,Caaseetiify Cleeaar Caasee MaagSaafee - Hiigh quuaaliity phoonee caasees prooduuct,PHO-CAS-48992,#REF!,55.99,355,,-4,true,2024-06-25 23:12:00,
74,3,Apple Surface Go,Apple Surface Go - High quality tablets product,TAB-AP...,1035.93,783.94,480,,0.68,false,2024-09-24 20:51:00,
40,2,"Raazeer Woorkstaatiioon 17""","Razer Workstation 17"" - High quality laptops product",LAP-RAZ-76585,2644.29,1949390,448,Razer,-4.54,TRUE,2023-09-02 20:46:00,2023-09-02 20:46:00
432,18,Microsoft Photo Editor Pro,MICROSOFT PHOTO EDITOR PRO - HIGH QUALITY SOFTWARE PRODUCT,,177.59,114.38,256,Microsoft,0.04,true,2023-08-07 15:06:00,2023-08-07 15:06:00
4,1,"Samsung Plus 128GB
",Samsung Plus 128GB - High quality smartphones product,SMA-SAM-97936,1340.49,590.15,$265.00,Samsung,0.5,true,2024-04-05 12:22:00,2024-04-05 12:22:00
418,17,Apple HDMI 2.1 Cable 10ft,Apple HDMI 2.1 Cable 10ft - High quality cables & adapters product,CAB-APP-86450,30.59,17.03,409,Apple,0.26,true,2024-11-12 06:37:00,2024-11-12 06:37:00
341,14,"G.Skill 850W PSU
",G.Skill 850W PSU - High quality computer components product,COM-G.S-25517,1368.22,,279,G.Skill,1.03,,2023-03-06 16:28:00,2023-03-06 16:28:00
360,15,Amazon Nest Hub 2nd Gen,Amazon Nest Hub 2nd Gen - High quality smart home product,,211.64,135.83,437,,1.69,true,2023-07-14 05:55:00,2023-07-14 05:55:00
216,9,Google Cable Modem,Google Cable Modem - High quality networking product,  NET-GOO-55945  	,90.85,52.04,297,,0.51,true,2024-09-13 02:52:00,EMPTY
58,3,Lenovo Fire HD 10,Lenovo Fire HD 10 - High quality tablets product,TAB-LEN-15105,690.81,422.27,,Len...,0.84,EMPTY,2023-07-03 12:25:00,not a date
265,11,Harman Kardon Portable Speaker,Harman Kardon Portable Speaker - High quality audio product,AUD-HAR-73750,963.92,635.35USD,20,Harman...,2.89,  true  ,2024-10-06 12:41:00,2024-10-06 12:41:00
14,1,OnePlus SE 64GB,OnePlus SE 64GB - High quality smartphones product,SMA-ONE-23091,1141.32,-576.71,132,ONEPLUS,0.46,true,2022-01-26 04:08:00,2022-01-26 04:08:00
169,7,Nintendo Gaming Mouse,Nintendo Gaming Mouse - High quality gaming product,GAM-NIN-96697,400.02,263.95,UNKNOWN,Nintendo,4.66,true,2022-01-28 03:20:00,
449,18,Adobe Antivirus Plus,Adobe Antivirus Plus - Hig...,SOF-ADO-76824,,$213.41,-2440,ADOBE,0.09,TRUE,2024-03-05 04:29:00,
141,6,Samsung Sense 2,Samsung Sense 2 - High quality smartwatches product,SMA-SAM-58236,-775.56,596.13,,Samsung,0.08,TRUE,2024-05-04 21:46:00,2024-05-04 21:46:00
252,11,Harman Kardon Subwoofer,,AUD-HAR-44689,-286.35,210.33,40,Harman Kardon,1.96,true,,2024-04-20 08:42:00
50,2,"Asus Workstation 17""","Asus Workstation 17"" - High quality laptops product",LAP-ASU-84355,$1165.55,510.27,116,"Asus
",5.19,true,2024-10-07 02:51:00,2024-10-07 02:51:00
69,3,,"Microsoft Mini 8.3"" - High quality tablets product",TAB-MI...,330.92,142.04,470,Microsoft,,true,2023-07-16 17:28:00,3023-07-16 17:28:00
7,1,Samsung Ultra 5G,Samsung Ultra 5G - High q...,,239.83,N/A,441,Samsung,-0.35,true,2023-10-09 16:49:00,2023-10-09 16:49:00
224,9,Netgear WiFi 6E Router,Netgear WiFi 6E Router - High quality networking product,NET-NET-17225,50.61,35.57,352,,1.62,true,not available,2022-07-15 22:15:00
9,1,--,Google SE 64GB - High quality smartphones product,SMA-GOO-21262,1261.67,#N/A,325,Google,0.43,true,2023-07-18 07:59:00,2023-07-18 07:59:00
332,14,AMD Core i7 CPU,AMD Core i7 CPU - High quality computer components product,COM-AMD-23168,not available,533.94,303,AMD,1.82,true,17.07.2024,2024-07-17 03:28:00
48,2,"  MSI Chromebook 14""  	","MSI Chromebook 14"" - High quality laptops product",LAP-MSI-71316,2966.34,1394.42,,MSI,4.22,false,2023-05-11 04:33:00,2023-05-11 04:33:00
211,9,,Ubiquiti WiFi Adapter - Hig...,NET-UBI-25964,409.14,315.15,35,Ubiquiti,0.62,true,2022-06-22 03:55:00,2022-06-22 03:55:00
104,5,Canon Z50 Kit,,CAM-CAN-89174,272.65,151.76,,Ca...,0.53,true_typo,2022-03-08 10:46:00,2022-03-08 10:46:00
226,10,Kingston 1TB Portable SSD,Kingston 1TB Portable SSD - High quality storage product,STO-KIN-88201,56.08,40.04,,Kingston,-0.88,true,2024-12-19 05:21:00,2024-12-19 05:21:00
138,6,None,Fitbit Pixel Watch 2 - High quality smartwatches product,,#N/A,239.29,434,Fitbit,-5,true,2024-05-20 23:51:00,2024-05-20 23:51:00
327,14,NVIDIA CPU Cooler AIO,NVIDIA CPU Cooler AIO - High quality computer components product,COM-NVI-98355,1285.37,667.73,364,NVI...,2.36,true,2024-11-18 19:36:00,2024-11-18 19:36:00
113,5,Canon Z50 Kit,Canon Z50 Kit - High quality cameras product,CAM-CAN-30344,-214416,976.58,466,Canon,-4,true,2024-06-23 18:54:00,2024-06-23 18:54:00
240,10,SanDisk 128GB USB Drive,SanDisk 128GB USB Drive - High quality storage product,STO-SAN-60298,,243.07,,SanDisk,0.74,true,2023-09-11 14:17:00,
470,19,Oura Charge 6,Oura Charge 6 - High quality wearables product,WEA-OUR-25386,54.63,37.87,-45300,Oura,0.03,true,2022-07-22 07:21:00,2022-07-22 07:21:00
29,2,"HP Business 15""","HP Business 15"" - High quality laptops product",LAP-HP-83706,1135.87,570.99,371,HP,5.26,true,2022-05-08 04:11:00,
238,10,Seagate 4TB Desktop HDD,Seagate 4TB Desktop HDD - High quality storage product,STO-SEA-29025,None,150.79,225,Sea...,0.56,true,2024-05-01 14:49:00,2024-05-01 14:49:00
3,1,Google Plus 128GB,Google Plus 128GB - High quality smartphones product,SMA-GOO-48063,1008.02,646.91,129,Google,0.43,true,2024-03-16 21:48:00,2024-03-16 21:48:00
428,18,  Adobe Antivirus Plus  	,Adobe Antivirus Plus - High quality software product,SOF-ADO-41268,48.66,true,437,Adobe,,,2023/11/05 16:06:00,2023-11-05 16:06:00
105,5,???,Nikon Hero 12 Black - High quality cameras product,CAM-NIK-99114,567.74,351.53,264,Nikon,Inf,,,2024-08-10 11:51:00
73,3,,Samsung Surface Go - High quality tablets product,TAB-SAM-40466,1156.17,489.54,495,Saamsuung,0.95,false,2023-12-06 06:02:00,2023-12-06 06:02:00
31,2,"HP Business 15""",,not available,675.45,480.61,80,HP,-367,true_typo,,2024-04-18 18:11:00
496,20,,--,PHO-CAS-19757,28.38,-14.9,244,Casetify,0.11,true,2024-04-02 11:17:00,not available
94,4,Sennheiser Free Buds,Sennheiser Free Buds - High quality headphones product,HEA-SEN-47661,-4459.8,221.7,3,Sennheiser,0.38,true,2024-02-18 02:57:00,2024-02-18 02:57:00
274,11,Haarmaan Kaardoon Stuudiioo Mooniitoor,,AUD-HAR-89619,162.82,EMPTY,238,Haarmaan Kaardoon,4.74,true,2023-07-25 14:39:00,2023-07-25 14:39:00
2,1,Google SE 64GB,Google SE 64GB - High quality smartphones product,SMA-GOO-63036,1154.24,-774.65,,Google,0.5,true,2022-08-04 06:12:00,2022-08-04 06:12:00
312,13,Epson Portable Printer,Epson Portable Printer - High quality printers product,PRI-EPS-67984,450.22,243.15,445,Epson,11.18,true,2022-07-28 18:48:00,2022-07-28 18:48:00
212,9,Asus Gigabit Switch 8-Port,Asus Gigabit Switch 8-Port - High quality networking product,NET-ASU-95855,209.67,,N/A,ASUS,0.69,true,2022-09-10 18:56:00,2022-09-10 18:56:00
399,16,Autel Air 3,Autel Air 3 - High quality drones product,DRO-AUT-27089,1068.78,,252,Au...,0.74,TRUE,2022-07-11 19:26:00,2022-07-11 19:26:00
178,8,Belkin Wireless Charging Pad,Beelkiin Wiireeleess Chaargiing Paad - Hiigh quuaaliity aacceessooriiees prooduuct,ACC-BEL-51969,-99,-659,-471,Belkin,0.21,true,2024-09-22 20:35:00,2024-09-22 20:35:00
109,5,DJI Action 4,DJI Action 4 - High quality cameras product,CAM-DJI-84635,2118.98,1061.72,91,DJI,0.86,TRUE,2022-09-08 20:19:00,2022-09-08 20:19:00
232,10,TBD,WESTERN DIGITAL 256GB MICROSD - HIGH QUALITY STORAGE PRODUCT,STOO-WEES-18209,,200.01,439,Western Digital,0.2,,2024-02-22 07:33:00,3024-02-22 07:33:00
491,20,Caaseetiify Moonaarch Seeriiees,  Casetify Monarch Series - High quality phone cases product  	,PHO-CAS-27740,42.61,34.08,468,Casetify,0.15,true,None,2024-02-27 06:16:00
24,1,Apple Ultra 5G,Apple Ultra 5G - High quality smartphones product,  SMA-APP-31162  	,1167.12,821.08,290,,,,2022-08-21 15:34:00,None
291,12,"Sony 32"" 4K IPS",,TVS-SON-29202,182.59,???,348,SONY,11.51,true,2022-05-17 04:41:00,2022-05-17 04:41:00
63,3,Microsoft Tab S9,Microsoft Tab S9 - High quality tablets product,"TAB-MIC-42035
",1194.69,869.62,null,Microsoft,,true,2023-09-04 11:14:00,2023-09-04 11:14:00
409,17,,,CAB-ANK-98597,37.02,23.03,94,Anker,0.23,true,2024-06-21 22:22:00,2024-06-21 22:22:00
134,6,Fitbit Pixel Watch 2,Fitbit Pixel Watch 2 - High ...,SMA-FIT-63067,142.15,98.18,62,Fitbit,#N/A,true,2024-02-04 07:31:00,2024-02-04 07:31:00
266,11,"Bang & Olufsen Subwoofer
",,AUD-BAN-55448,922.08,439.44,332,Bang & Olufsen,5.24,false,2023-02-23 20:59:00,2023-02-23 20:59:00
488,20,Spigen Tough Armor,Spigen Tough Armor - High quality phone cases product,PHO-SPI-74058,,27760,315,Spigen,0.05,true,2023-07-08 19:58:00,2023-07-08 19:58:00
111,5,Canon EOS R50,Canon EOS R50 - High quality cameras product,CAM-CAN-60646,792.13,abc,,Canon,,true,2023-11-07 17:33:00,2023-11-07 17:33:00
440,18,Intuit Antivirus Plus,Intuit Antivirus Plus - High quality software product,SOF-INT-88532,$394.51,,114,Intuit,true,true,  2024-02-04 13:45:00  ,2024-02-04 13:45:00
381,16,Skydio EVO Nano+,Skydio EVO Nano+ - High...,DRO-SKY-86743,983.8,470.37,193,Skydio,1.4,true,2024-12-15 19:47:00,2024-12-15 19:47:00
347,14,,AMD ATX Motherboard - High quality computer components product,???,637.22,,60,AMD,1.79,false,--,2023-06-12 08:02:00
383,16,Autel Mini 4 Pro,Autel Mini 4 Pro - High quality drones product,DRO-AUT-64355,1381.3,760.04,239,Au...,1.39,true,,2024-05-12 18:25:00
107,5,Sony D...,,TBD,-913.39,622.13,218,So...,1.16,TRUE,  2024-06-02 16:29:00  ,2024-06-02 16:29:00
276,12,,"Samsung 24"" FHD Monitor - High quality tvs & monitors product",TVS-SAM-26601,,1340.67,206,Samsung,20.31,true,2022-05-15 18:04:00,2022-05-15 18:04:00
119,5,Fujifilm EOS R50,Fujifilm EOS R50 - High quality cameras product,CAM-FUJ-95482,575.9,456.43,306,Fuujiifiilm,1.1,true,2023-07-10 18:11:00,2023-07-10 18:11:00
200,8,Belkin Stylus Pen,Belkin Stylus Pen - High q...,ACC-BEL-30641,,44.11,84,Bel...,0.18,true,2023-01-13 19:45:00,2023-01-13 19:45:00
262,11,Harman Kardon Home Speaker,Harman Kardon Home Speaker ...,AUD-HA...,448.21,232.23,201,Harman Kardon,2.78,false,2023-06-02 00:36:00,2023-06-02 00:36:00
247,10,Crucial 256GB microSD,Crucial 256GB microSD - High quality storage product,STO-CRU-72013,89.93,0,475,Crucial,0.67,true,2023-09-05 19:39:00,2023-09-05 19:39:00
98,4,Bose Free Buds,Boosee Freeee Buuds - Hiigh quuaaliity heeaadphoonees prooduuct,HEA-BOS-97827,92.28,37.5,81,BOSE,0.1,true,2024-07-10 21:10:00,07-10-2024
219,9,ASUS GIGABIT SWITCH 8-PORT,Asus Gigabit Switch 8-Port - High quality networking product,NET-ASU-40252,,65.03,150,Asus,-57.99999999999999,true,2024-04-16 02:01:00,2024-04-16 02:01:00
44,2,"HP Air 13""","HP Air 13"" - High quality laptops product",LAP-HP-27013,827.87,616.03,-19200,HP,3.71,true,2023-03-23 12:29:00,
354,15,Wyze Nest Hub 2nd Gen,Wyze Nest Hub 2nd Gen - High quality smart home product,SMA-WYZ-48295,107.21,70.79,429,,0.98,true,2023-09-21 09:44:00,2023-09-21 09:44:00
343,14,Intel ATX Motherboard,Intel ATX Motherboard - High quality computer components product,COM-INT-34405,1919.46,911.34,439,Intel,2.42,true,2023-05-27 19:57:00,2023-05-27 19:57:00
316,13,Brother Port...,Brother Portable Printer - High quality printers product,,not available,,223,Brother,17.89,true,2024-06-28 18:48:00,2024-06-28 18:48:00
442,18,  Intuit QuickBooks Online  	,#N/A,???,336.88,254.85,-35600,,0.03,TRUE,2024-12-26 05:51:00,2024-12-26 05:51:00
423,17,,UGREEN HDMI 2.1 Cable 10ft - High quality cables & adapters product,  CAB-UGR-91637  	,20.84,16.56,389,UGREEN,0.26,true,null,2023-10-15 19:06:00
426,18,Intuit VPN 2-Year Plan,Intuit VPN 2-Year Plan - High quality software product,SOF-INT-72151,255.48,129.22,-9600,INTUIT,0.06,true,2023-07-05 09:49:00,2023-07-05 09:49:00
443,18,McAfee Creative Cloud Sub,McAfee Creative Cloud Sub - High quality software product,SOF-MCA-65559,-191.24,102.04,-3770,McAfee,0.09,true,2022-11-15 19:46:00,2022-11-15 19:46:00
112,5,Canon Mirr...,,CAM-CAN-89261,-27314.999999999996,123.24,104,Ca...,0.7,true,2024-09-26 15:24:00,2024-09-26 15:24:00
398,16,,Skydio Mini 4 Pro - High quality drones product,DRO-SKY-57102,,$367.68,11,Skydio,-0.31,true,2023-01-18 17:17:00,2023-01-18 17:17:00
424,17,Anker Ethernet Cat6 50ft,Anker Ethernet Cat6 50ft - High quality cables & adapters product,CAB-ANK-89882,37.76,25.26,254000,Anker,0.02,TRUE,2023-12-20 02:38:00,2023-12-20 02:38:00
414,17,Apple Thunderbolt 4 Cable,Apple Thunderbolt 4 Cable - High quality cables & adapters product,CAB-APP-79768,13.58,5.83,261,Apple,0.23,true,2022-06-17 18:32:00,2022-06-17 18:32:00
416,17,Cable Matters HDMI 2.1 Cable 10ft,Cable Matters HDMI 2.1 Cable 10ft - High quality cables & adapters product,CAB-CAB-63661,20.81,,266,,0.26,true,2022-08-18 16:48:00,2022-08-18 16:48:00
459,19,"Amazfit Band 4.0
",Amazfit Band 4.0 - High quality wearables product,WEA-AMA-94084,0,209.65,435,Amazfit,0.08,TRUE,2024-12-13 05:10:00,
386,16,,"Autel Anafi - High quality drones product
",DRO-AUT-71073,1672.37,,$455.00,Autel,-3.7,true,2024-12-14 14:57:00,2024-12-14 14:57:00
32,2,"Asus Ultra 16""",,N/A,2095.21,1236.85,367,,5.29,true,2023-03-06 09:47:00,2023-03-06 09:47:00
408,17,,  Apple USB-C to USB-A 3-Pack - High quality cables & adapters product  	,CAB-APP-26940,37.12,16.81,None,Apple,0.05,true,2024-09-26 16:48:00,2024-09-26 16:48:00
186,8,Samsung Screen Protector 3-Pack,Samsung Screen Protector 3-Pack - High quality accessories product,ACC-SA...,81.56,55.65,,"Samsung
",0.38,true,2024-05-09 11:48:00,2024-05-09 11:48:00
92,4,Sennheiser Momentum 4,Sennheiser Momentum 4 - Hig...,HEA-SEN-43328,455.3,250.63,423,Sennheiser,0.35,true,2024-07-16 13:48:00,2024-07-16 13:48:00
139,6,Fitbit Watch Ultra 2,Fitbit Watch Ultra 2 - High quality smartwatches product,SMA-FIT-90893,494680,256.19,,Fitbit,,true_typo,2024-08-06 05:11:00,UNKNOWN
498,20,UAG Tough Armor,,PHO-UAG-74567,51.07,39.45,479,U...,0.1,true,"Dec 21, 2023",2023-12-21 11:07:00
272,11,JBL Home Speaker,JBL Home Speaker - High quality audio product,AUD-JBL-47596,910.21,691.09,112,JBL,4.57,true,,2022-05-17 21:52:00
6,1,APPLE Z FOLD,Apple Z Fold - High quality smartphones product,None,796.97,457.53,435,,0.46,TRUE,2024-06-20 18:11:00,2024-06-20 18:11:00
394,16,Skydio Air 3,Skydio Air 3 - High quality drones product,DRO-SKY-67128,70.52,43.3USD,142,Skydio,1.13,true,2022-03-06 10:17:00,2022-03-06 10:17:00
285,12,,"SAMSUNG 27"" GAMING 165HZ - HIGH QUALITY TVS & MONITORS PRODUCT",,,,184,Samsung,16.48000000000001,true,2022-12-02 16:16:00,2022-12-02 16:16:00
497,20,Casetify Si...,Casetify Silicone Case - High quality phone cases product,PHO-CAS-58434,-1068,6.88,312,Casetify,0.14,,UNKNOWN,2022-12-05 20:52:00
110,5,DJII EEOOS R50,DJI EOS R50 - High quality cameras product,CAM-DJ...,,590.79,146,DJI,1.48,true,2022-10-24 21:26:00,2022-10-24 21:26:00
391,16,,Holy Stone FPV Drone - High quality drones product,DRO-HOL-84483,,null,63,Holy Stone ,1.55,true,EMPTY,2024-11-23 12:18:00
457,19,Amazfit Health Monitor Band,Amazfit Health Monitor Band - High quality wearables product,WEA-AMA-65638,377.34,252.06,440,Amazfit,0.05,N/A,2024-10-20 16:07:00,2024-10-20 16:07:00
38,2,"Asus Workstation 17""","Asus Workstation 17"" - High quality laptops product",LAP-ASU-71840,2623.56,1215.08,156,Asus,$5.39,true,2023-10-11 16:48:00,2023-10-11 16:48:00
294,12,"BenQ 27"" Gaming 165Hz",,TVS-BEN-98641,306.37,226.42,406,BenQ,,true,2023-12-21 15:15:00,2023-12-21 15:15:00
131,6,Google Sense 2,Google Sense 2 - High quality smartwatches product,SMAA-GOOOO-71282,750.44,370.39,,  Google  	,0.03,true,2023-12-11 16:35:00,2023-12-11 16:35:00
67,3,Lenovo M...,"Lenovo Mini 8.3"" - High quality tablets product",TAB-LEN-68909,596.57,399.25,135,Lenovo,1.05,true,,--
397,16,,DJI EVO Nano+ - High quality drones product,DRO-DJ...,760.45,0,226,D...,1.52,true,04-03-2024,2024-04-03 08:32:00
469,19,Oura Vivosmart 5,Oura Vivosmart 5 - High quality wearables product,,437.93,#N/A,350,Oura,0.04,false,2022-10-17 03:50:00,2022-10-17 03:50:00
13,1,Samsung Z Fold,Samsung Z Fold - High quality smartphones product,SMA-SAM-87519,943.45,391.19,74,Samsung,UNKNOWN,  true  ,2023-12-01 15:51:00,
